cycle,Horizontal_acceleration,Vertical_acceleration,id,label
1,0.276,0.707,5,0
2,0.279,0.034,5,0
3,0.465,0.257,5,0
4,0.079,0.981,5,0
5,0.037,0.127,5,0
6,0.07,0.529,5,0
7,0.705,0.215,5,0
8,0.04,0.132,5,0
9,0.624,0.041,5,0
10,0.524,0.647,5,0
11,0.691,0.03,5,0
12,1.044,1.046,5,0
13,0.755,0.489,5,0
14,0.221,0.303,5,0
15,0.004,0.519,5,0
16,0.071,0.048,5,0
17,0.5,0.027,5,0
18,0.267,0.392,5,0
19,0.389,0.023,5,0
20,0.465,0.311,5,0
21,0.239,0.191,5,0
22,0.303,0.333,5,0
23,0.119,0.455,5,0
24,0.241,1.577,5,0
25,0.504,0.182,5,0
26,0.235,0.132,5,0
27,0.566,0.369,5,0
28,0.479,0.633,5,0
29,0.209,0.397,5,0
30,0.182,0.337,5,0
31,0.504,1.028,5,0
32,0.558,0.718,5,0
33,0.281,0.311,5,0
34,0.514,0.583,5,0
35,0.314,0.272,5,0
36,0.287,0.556,5,0
37,0.535,0.323,5,0
38,0.053,0.384,5,0
39,0.49,0.132,5,0
40,1.247,0.205,5,0
41,0.358,0.603,5,0
42,0.535,0.032,5,0
43,0.64,0.517,5,0
44,0.549,0.052,5,0
45,0.045,0.212,5,0
46,0.296,0.321,5,0
47,0.022,0.132,5,0
48,0.123,0.369,5,0
49,0.184,0.396,5,0
50,0.043,0.218,5,0
51,0.197,0.006,5,0
52,0.374,0.005,5,0
53,0.23,0.521,5,0
54,0.307,0.034,5,0
55,0.53,0.051,5,0
56,0.609,1.606,5,0
57,0.235,1.409,5,0
58,0.639,0.093,5,0
59,0.139,0.373,5,0
60,0.334,0.12,5,0
61,0.247,0.084,5,0
62,0.415,0.199,5,0
63,0.201,0.325,5,0
64,0.558,0.776,5,0
65,0.615,0.47,5,0
66,0.181,0.827,5,0
67,0.138,0.118,5,0
68,0.605,0.119,5,0
69,0.418,1.369,5,0
70,0.072,1.976,5,0
71,0.501,0.226,5,0
72,0.835,0.104,5,0
73,0.276,0.059,5,0
74,0.543,0.464,5,0
75,0.062,0.238,5,0
76,0.448,0.261,5,0
77,0.399,0.282,5,0
78,1.352,0.359,5,0
79,0.034,0.262,5,0
80,0.176,0.603,5,0
81,0.227,1.903,5,0
82,0.204,0.527,5,0
83,1.153,1.332,5,0
84,0.945,0.282,5,0
85,0.447,0.57,5,0
86,0.13,0.161,5,0
87,0.491,0.602,5,0
88,0.475,0.108,5,0
89,0.083,0.579,5,0
90,0.087,0.771,5,0
91,0.241,0.431,5,0
92,0.489,0.082,5,0
93,0.547,0.38,5,0
94,0.164,0.547,5,0
95,0.018,0.009,5,0
96,0.497,0.096,5,0
97,0.068,0.417,5,0
98,0.341,0.078,5,0
99,0.117,0.239,5,0
100,0.051,0.249,5,0
101,0.166,0.246,5,0
102,0.145,0.64,5,0
103,0.086,0.034,5,0
104,0.005,0.121,5,0
105,0.485,0.086,5,0
106,0.08,0.121,5,0
107,0.11,0.518,5,0
108,0.111,0.708,5,0
109,0.374,0.348,5,0
110,0.441,0.52,5,0
111,0.789,0.016,5,0
112,0.064,0.431,5,0
113,0.617,0.132,5,0
114,0.767,0.55,5,0
115,0.266,0.062,5,0
116,0.845,0.029,5,0
117,0.146,0.231,5,0
118,0.192,0.11,5,0
119,0.003,1.069,5,0
120,0.104,1.317,5,0
121,0.459,1.044,5,0
122,0.131,0.12,5,0
123,0.121,0.197,5,0
124,0.088,0.454,5,0
125,0.165,0.86,5,0
126,0.312,0.679,5,0
127,0.315,0.921,5,0
128,0.697,0.018,5,0
129,0.519,0.397,5,0
130,0.18,0.769,5,0
131,0.524,0.192,5,0
132,0.075,0.241,5,0
133,0.759,0.044,5,0
134,0.532,0.106,5,0
135,0.002,0.718,5,0
136,0.11,0.124,5,0
137,0.028,0.827,5,0
138,0.394,0.139,5,0
139,0.391,0.015,5,0
140,0.51,0.56,5,0
141,1.075,0.057,5,0
142,0.116,0.393,5,0
143,0.909,0.412,5,0
144,0.105,0.278,5,0
145,0.5,0.613,5,0
146,0.284,0.164,5,0
147,0.57,0.1,5,0
148,0.236,0.086,5,0
149,0.175,0.202,5,0
150,0.338,0.392,5,0
151,0.03,0.064,5,0
152,0.305,0.353,5,0
153,0.453,0.1,5,0
154,0.052,0.293,5,0
155,0.406,0.221,5,0
156,0.175,0.076,5,0
157,0.225,0.698,5,0
158,0.028,0.232,5,0
159,0.3,0.232,5,0
160,0.387,0.086,5,0
161,0.38,0.244,5,0
162,0.406,1.135,5,0
163,0.245,0.595,5,0
164,0.727,0.642,5,0
165,0.34,0.25,5,0
166,0.63,0.936,5,0
167,0.081,0.271,5,0
168,0.395,0.538,5,0
169,0.4,0.312,5,0
170,0.564,0.149,5,0
171,0.264,0.412,5,0
172,0.706,0.394,5,0
173,0.064,0.413,5,0
174,0.625,0.415,5,0
175,0.031,0.818,5,0
176,0.396,0.391,5,0
177,0.747,0.328,5,0
178,0.562,1.179,5,0
179,0.329,0.812,5,0
180,0.654,0.033,5,0
181,0.036,0.339,5,0
182,0.158,0.052,5,0
183,0.112,0.769,5,0
184,0.178,0.001,5,0
185,0.158,0.33,5,0
186,0.405,0.197,5,0
187,0.367,1.293,5,0
188,0.681,1.622,5,0
189,0.229,0.357,5,0
190,0.698,1.116,5,0
191,0.239,0.004,5,0
192,0.04,0.24,5,0
193,0.47,0.084,5,0
194,0.246,0.577,5,0
195,0.024,0.259,5,0
196,0.011,0.305,5,0
197,0.011,0.411,5,0
198,0.164,0.007,5,0
199,0.357,0.578,5,0
200,0.356,0.144,5,0
201,0.192,0.433,5,0
202,0.545,0.67,5,0
203,0.07,0.073,5,0
204,0.022,0.571,5,0
205,0.439,0.291,5,0
206,0.213,0.153,5,0
207,0.332,1.477,5,0
208,0.178,0.013,5,0
209,0.635,1.087,5,0
210,1.244,0.7,5,0
211,0.233,1.542,5,0
212,0.424,0.359,5,0
213,0.225,0.383,5,0
214,0.65,0.793,5,0
215,0.078,2.005,5,0
216,0.242,0.042,5,0
217,0.305,0.638,5,0
218,0.47,0.797,5,0
219,0.223,1.659,5,0
220,0.395,0.049,5,0
221,0.544,0.759,5,0
222,0.461,0.492,5,0
223,0.344,0.122,5,0
224,0.042,0.047,5,0
225,0.171,1.093,5,0
226,0.531,0.629,5,0
227,0.449,0.715,5,0
228,0.676,0.307,5,0
229,0.025,1.441,5,0
230,0.608,0.536,5,0
231,0.948,0.03,5,0
232,0.769,0.265,5,0
233,0.151,0.271,5,0
234,0.275,0.377,5,0
235,0.368,0.197,5,0
236,0.438,0.132,5,0
237,0.072,0.073,5,0
238,0.022,0.399,5,0
239,0.154,1.952,5,0
240,0.812,0.034,5,0
241,0.956,0.31,5,0
242,0.318,0.768,5,0
243,0.308,0.029,5,0
244,0.028,0.474,5,0
245,0.031,0.166,5,0
246,0.352,0.125,5,0
247,0.286,0.186,5,0
248,0.325,0.725,5,0
249,0.15,0.485,5,0
250,0.129,0.58,5,0
251,0.006,0.157,5,0
252,0.058,0.139,5,0
253,0.867,0.152,5,0
254,0.596,0.585,5,0
255,0.063,0.201,5,0
256,0.056,0.012,5,0
257,0.26,0.644,5,0
258,0.486,0.414,5,0
259,0.605,0.215,5,0
260,0.002,0.246,5,0
261,0.088,0.286,5,0
262,0.008,0.424,5,0
263,0.255,0.366,5,0
264,0.407,0.667,5,0
265,0.054,0.397,5,0
266,0.472,0.256,5,0
267,0.062,0.498,5,0
268,0.517,0.131,5,0
269,0.2,0.157,5,0
270,0.35,0.154,5,0
271,1.157,0.216,5,0
272,0.095,1.699,5,0
273,0.027,0.094,5,0
274,0.545,0.105,5,0
275,0.158,1.197,5,0
276,0.358,0.391,5,0
277,0.05,0.211,5,0
278,0.907,0.096,5,0
279,0.419,0.09,5,0
280,0.203,0.533,5,0
281,0.067,0.287,5,0
282,0.124,0.019,5,0
283,0.082,0.842,5,0
284,0.046,0.082,5,0
285,1.04,0.981,5,0
286,0.094,0.416,5,0
287,0.141,0.621,5,0
288,0.087,0.581,5,0
289,0.536,0.631,5,0
290,0.497,0.024,5,0
291,0.514,0.247,5,0
292,0.007,0.521,5,0
293,0.116,0.706,5,0
294,0.035,0.098,5,0
295,0.258,0.025,5,0
296,0.092,0.331,5,0
297,0.449,0.044,5,0
298,0.054,0.339,5,0
299,0.383,0.763,5,0
300,0.146,0.622,5,0
301,0.082,0.439,5,0
302,0.625,0.422,5,0
303,0.354,0.564,5,0
304,0.402,0.63,5,0
305,0.724,0.196,5,0
306,0.239,0.271,5,0
307,0.217,0.445,5,0
308,0.38,0.323,5,0
309,0.174,0.122,5,0
310,0.199,0.078,5,0
311,0.006,0.326,5,0
312,0.038,0.352,5,0
313,0.293,0.548,5,0
314,0.046,0.31,5,0
315,0.136,0.33,5,0
316,0.216,1.037,5,0
317,0.254,0.062,5,0
318,0.679,0.236,5,0
319,0.633,0.175,5,0
320,0.197,0.149,5,0
321,0.081,0.173,5,0
322,0.398,0.338,5,0
323,0.317,0.662,5,0
324,0.566,0.013,5,0
325,0.336,0.194,5,0
326,0.915,0.417,5,0
327,0.797,0.226,5,0
328,0.003,0.01,5,0
329,0.167,0.13,5,0
330,0.291,0.017,5,0
331,0.236,0.174,5,0
332,0.506,0.415,5,0
333,0.236,0.624,5,0
334,0.399,0.045,5,0
335,0.359,0.491,5,0
336,0.292,0.503,5,0
337,0.065,0.31,5,0
338,0.145,0.375,5,0
339,0.097,0.039,5,0
340,0.408,0.66,5,0
341,0.827,0.113,5,0
342,0.112,0.078,5,0
343,0.517,0.036,5,0
344,0.627,0.613,5,0
345,0.456,0.156,5,0
346,0.582,0.464,5,0
347,0.249,0.011,5,0
348,0.116,0.484,5,0
349,0.268,0.163,5,0
350,0.263,0.073,5,0
351,0.151,0.333,5,0
352,0.627,0.368,5,0
353,0.304,0.063,5,0
354,0.296,0.236,5,0
355,0.135,0.357,5,0
356,0.281,0.327,5,0
357,0.49,0.66,5,0
358,0.254,0.171,5,0
359,0.14,0.481,5,0
360,0.263,0.416,5,0
361,0.501,0.8,5,0
362,0.303,0.107,5,0
363,0.243,0.008,5,0
364,0.276,0.164,5,0
365,0.126,0.241,5,0
366,0.403,0.04,5,0
367,0.455,0.545,5,0
368,0.642,0.788,5,0
369,0.577,0.421,5,0
370,0.954,0.093,5,0
371,1.033,1.717,5,0
372,0.274,0.177,5,0
373,0.061,0.028,5,0
374,1.088,1.079,5,0
375,1.106,2.22,5,0
376,1.177,0.002,5,0
377,0.099,0.65,5,0
378,0.312,0.025,5,0
379,0.203,0.113,5,0
380,0.252,0.063,5,0
381,0.266,0.564,5,0
382,0.113,0.185,5,0
383,0.004,0.129,5,0
384,0.104,0.379,5,0
385,0.042,0.172,5,0
386,0.504,0.414,5,0
387,0.426,0.415,5,0
388,0.476,0.535,5,0
389,0.553,0.058,5,0
390,0.007,0.699,5,0
391,0.217,1.272,5,0
392,0.129,0.096,5,0
393,0.892,0.115,5,0
394,0.555,0.461,5,0
395,0.292,0.594,5,0
396,0.409,0.21,5,0
397,0.336,0.087,5,0
398,0.565,0.221,5,0
399,1.507,0.073,5,0
400,0.375,1.023,5,0
401,1.08,0.731,5,0
402,0.53,0.955,5,0
403,0.688,0.632,5,0
404,0.534,0.102,5,0
405,1.117,0.339,5,0
406,0.33,1.147,5,0
407,0.056,0.652,5,0
408,0.339,0.014,5,0
409,0.196,0.898,5,0
410,0.408,1.208,5,0
411,0.24,0.548,5,0
412,0.236,0.288,5,0
413,0.079,0.545,5,0
414,0.337,0.117,5,0
415,0.788,0.401,5,0
416,0.631,0.448,5,0
417,0.009,0.536,5,0
418,0.486,0.082,5,0
419,0.15,0.316,5,0
420,0.618,1.088,5,0
421,0.221,0.332,5,0
422,0.595,0.553,5,0
423,0.097,0.693,5,0
424,0.66,0.15,5,0
425,0.322,0.05,5,0
426,0.41,0.264,5,0
427,0.437,0.75,5,0
428,0.359,0.03,5,0
429,0.298,0.036,5,0
430,0.325,0.213,5,0
431,0.393,0.359,5,0
432,0.129,0.113,5,0
433,0.228,0.222,5,0
434,0.359,0.245,5,0
435,0.126,0.031,5,0
436,0.384,0.267,5,0
437,0.133,0.252,5,0
438,0.436,0.349,5,0
439,0.35,0.297,5,0
440,0.604,0.08,5,0
441,0.764,0.372,5,0
442,0.089,0.163,5,0
443,0.016,0.982,5,0
444,0.731,0.044,5,0
445,0.044,0.278,5,0
446,0.258,0.321,5,0
447,0.037,0.651,5,0
448,0.195,0.645,5,0
449,0.208,0.024,5,0
450,0.5,0.459,5,0
451,0.111,0.769,5,0
452,0.471,0.171,5,0
453,0.963,0.076,5,0
454,0.583,0.33,5,0
455,0.02,0.234,5,0
456,0.244,1.012,5,0
457,0.079,0.723,5,0
458,0.054,0.598,5,0
459,0.061,0.023,5,0
460,0.379,1.204,5,0
461,0.455,0.295,5,0
462,0.165,0.384,5,0
463,0.061,0.88,5,0
464,0.085,0.289,5,0
465,0.151,0.058,5,0
466,0.742,0.176,5,0
467,0.484,0.083,5,0
468,0.201,0.292,5,0
469,0.814,0.106,5,0
470,0.285,0.18,5,0
471,0.096,0.127,5,0
472,0.036,0.267,5,0
473,0.109,0.101,5,0
474,0.096,0.655,5,0
475,0.478,0.227,5,0
476,0.049,0.36,5,0
477,0.191,0.05,5,0
478,0.007,0.357,5,0
479,0.113,0.471,5,0
480,0.027,0.183,5,0
481,0.278,0.403,5,0
482,0.193,0.401,5,0
483,0.013,0.039,5,0
484,0.069,0.216,5,0
485,0.216,0.633,5,0
486,0.272,0.375,5,0
487,0.342,0.286,5,0
488,0.251,0.378,5,0
489,0.544,0.016,5,0
490,0.008,0.325,5,0
491,0.722,0.126,5,0
492,0.098,0.318,5,0
493,0.101,0.033,5,0
494,0.15,0.625,5,0
495,0.409,0.762,5,0
496,0.258,0.425,5,0
497,0.229,0.336,5,0
498,0.027,0.922,5,0
499,0.517,0.155,5,0
500,0.079,0.667,5,0
501,0.18,0.45,5,0
502,0.029,0.414,5,0
503,0.185,0.513,5,0
504,0.294,0.01,5,0
505,0.191,0.022,5,0
506,0.087,0.155,5,0
507,0.038,0.313,5,0
508,0.544,0.921,5,0
509,0.161,0.546,5,0
510,0.459,0.197,5,0
511,0.626,0.538,5,0
512,0.061,0.379,5,0
513,0.71,0.051,5,0
514,0.347,0.387,5,0
515,0.249,0.472,5,0
516,0.122,0.736,5,0
517,0.33,0.325,5,0
518,0.747,0.143,5,0
519,0.017,0.179,5,0
520,0.191,0.177,5,0
521,0.652,0.02,5,0
522,0.059,0.783,5,0
523,1.066,0.029,5,0
524,0.62,0.044,5,0
525,0.096,0.852,5,0
526,0.052,0.318,5,0
527,0.162,0.137,5,0
528,0.134,0.167,5,0
529,0.474,0.018,5,0
530,0.186,0.548,5,0
531,0.007,0.179,5,0
532,0.007,0.307,5,0
533,0.057,0.489,5,0
534,0.562,0.345,5,0
535,0.842,0.468,5,0
536,0.069,1.553,5,0
537,0.147,0.594,5,0
538,0.189,2.449,5,0
539,0.805,2.244,5,0
540,0.582,0.087,5,0
541,0.22,0.905,5,0
542,0.242,0.027,5,0
543,0.047,0.179,5,0
544,0.285,0.315,5,0
545,0.447,0.415,5,0
546,0.733,0.051,5,0
547,0.498,0.918,5,0
548,0.024,1.61,5,0
549,0.226,0.86,5,0
550,0.872,0.998,5,0
551,0.318,0.46,5,0
552,0.256,0.25,5,0
553,1.093,1.411,5,0
554,0.166,0.634,5,0
555,0.18,1.258,5,0
556,0.055,0.866,5,0
557,0.911,0.713,5,0
558,0.331,1.423,5,0
559,0.235,0.162,5,0
560,0.974,0.134,5,0
561,0.286,1.22,5,0
562,0.653,1.263,5,0
563,0.67,0.178,5,0
564,0.404,0.169,5,0
565,0.369,0.05,5,0
566,0.572,0.223,5,0
567,0.322,0.355,5,0
568,0.271,0.048,5,0
569,0.422,0.133,5,0
570,0.184,0.292,5,0
571,0.177,0.483,5,0
572,0.029,0.832,5,0
573,0.47,1.079,5,0
574,0.071,0.362,5,0
575,0.604,0.632,5,0
576,0.148,0.058,5,0
577,0.179,0.234,5,0
578,0.062,0.115,5,0
579,0.175,0.497,5,0
580,0.161,0.561,5,0
581,0.376,0.794,5,0
582,0.099,0.386,5,0
583,0.491,0.393,5,0
584,0.205,0.098,5,0
585,0.289,0.23,5,0
586,0.238,0.936,5,0
587,0.04,0.566,5,0
588,0.796,0.52,5,0
589,0.461,0.336,5,0
590,0.337,0.469,5,0
591,0.217,0.165,5,0
592,0.019,0.103,5,0
593,0.322,0.507,5,0
594,0.068,0.191,5,0
595,0.559,0.081,5,0
596,0.227,0.19,5,0
597,0.361,0.504,5,0
598,0.377,0.035,5,0
599,0.076,0.607,5,0
600,0.037,0.057,5,0
601,0.546,0.311,5,0
602,0.369,0.508,5,0
603,0.879,0.924,5,0
604,0.384,0.568,5,0
605,0.271,0.129,5,0
606,0.283,0.356,5,0
607,0.936,0.648,5,0
608,0.078,0.191,5,0
609,0.386,0.733,5,0
610,0.834,0.205,5,0
611,1.214,0.341,5,0
612,0.025,0.837,5,0
613,0.231,0.391,5,0
614,0.229,0.608,5,0
615,0.075,0.735,5,0
616,0.705,0.138,5,0
617,0.177,0.358,5,0
618,0.069,0.243,5,0
619,0.113,0.239,5,0
620,0.014,0.026,5,0
621,0.096,0.085,5,0
622,0.229,0.154,5,0
623,0.312,0.087,5,0
624,0.116,0.233,5,0
625,0.082,0.05,5,0
626,0.179,0.252,5,0
627,0.018,0.449,5,0
628,0.567,0.038,5,0
629,0.188,0.705,5,0
630,0.66,0.24,5,0
631,0.724,0.071,5,0
632,0.915,0.125,5,0
633,0.08,0.402,5,0
634,0.055,0.436,5,0
635,0.25,0.201,5,0
636,0.487,0.052,5,0
637,0.657,0.437,5,0
638,0.013,0.055,5,0
639,0.133,0.436,5,0
640,0.353,0.168,5,0
641,0.536,0.021,5,0
642,0.064,0.004,5,0
643,0.04,0.426,5,0
644,0.047,0.055,5,0
645,0.264,0.341,5,0
646,0.03,0.26,5,0
647,0.236,0.753,5,0
648,0.535,1.116,5,0
649,0.218,0.355,5,0
650,0.564,0.564,5,0
651,1.011,0.213,5,0
652,0.167,0.767,5,0
653,0.173,0.647,5,0
654,0.487,0.33,5,0
655,0.226,0.566,5,0
656,0.043,0.065,5,0
657,0.397,0.153,5,0
658,0.155,0.357,5,0
